id,title,type,state,created,first_update,closed,time_to_update,time_to_close,url
232,b'Interface between Onnx Runtime and Execution Provider',Software,closed,2018-12-20T08:57:06Z,2018-12-21 17:30:56+00:00,2018-12-22T00:24:37Z,1,1,https://api.github.com/repos/microsoft/onnxruntime/issues/232
237,b'Build error',Software,closed,2018-12-21T09:13:44Z,2019-02-20 21:35:19+00:00,2019-03-26T19:07:44Z,61,95,https://api.github.com/repos/microsoft/onnxruntime/issues/237
247,b'Installation issue in windows10 RS4 with py3.6 (both CPU and CUDA)',Software,closed,2018-12-23T03:14:32Z,2019-01-02 19:41:50+00:00,2019-01-02T19:41:50Z,10,10,https://api.github.com/repos/microsoft/onnxruntime/issues/247
249,b'ONNX Runtime and ONNXIFI',Software,closed,2018-12-24T01:39:37Z,2018-12-29 05:56:53+00:00,2019-03-13T19:20:35Z,5,79,https://api.github.com/repos/microsoft/onnxruntime/issues/249
250,b'pip install failed',Software,closed,2018-12-24T06:37:55Z,2018-12-26 07:03:48+00:00,2018-12-26T07:03:48Z,2,2,https://api.github.com/repos/microsoft/onnxruntime/issues/250
251,b'Error: DLL load failed',Software,closed,2018-12-25T09:04:29Z,2019-01-02 19:48:44+00:00,2019-01-02T19:48:44Z,8,8,https://api.github.com/repos/microsoft/onnxruntime/issues/251
254,b'set session_thread_pool_size failed.',Software,closed,2018-12-26T03:38:03Z,2018-12-28 03:17:47+00:00,2019-01-02T19:45:52Z,1,7,https://api.github.com/repos/microsoft/onnxruntime/issues/254
255,"b'exception when Loop input ""M"" ""cond"" are empty strings'",Software,closed,2018-12-26T09:02:47Z,2018-12-28 23:57:40+00:00,2019-02-20T21:49:40Z,2,56,https://api.github.com/repos/microsoft/onnxruntime/issues/255
265,b'CUDA Test failed on Windows',Software,closed,2018-12-28T03:08:35Z,2019-01-02 18:46:54+00:00,2019-03-28T04:13:08Z,5,90,https://api.github.com/repos/microsoft/onnxruntime/issues/265
271,b'deploy on ARM device(Android) ',Software,closed,2019-01-02T08:57:50Z,2019-01-02 19:12:21+00:00,2019-06-04T20:56:31Z,0,153,https://api.github.com/repos/microsoft/onnxruntime/issues/271
284,"b'Build fails, protobuf needs to handle russian characters in the path of build command'",Software,closed,2019-01-06T02:38:48Z,2019-02-20 21:52:27+00:00,2020-07-25T07:40:27Z,45,566,https://api.github.com/repos/microsoft/onnxruntime/issues/284
300,"b'Build Test ""failed"", ""bidirectional simple weights no bias"" test from GRUTest takes too much time'",Software,closed,2019-01-09T08:09:14Z,2019-02-20 21:53:45+00:00,2019-03-13T19:23:42Z,42,63,https://api.github.com/repos/microsoft/onnxruntime/issues/300
303,b'Delay load cudart',Software,closed,2019-01-10T00:36:48Z,2019-01-10 00:42:22+00:00,2019-01-29T16:50:38Z,0,19,https://api.github.com/repos/microsoft/onnxruntime/issues/303
309,b'Inconsistency of ONNX proto',Software,closed,2019-01-10T03:30:28Z,2019-01-10 06:05:04+00:00,2019-01-10T06:05:04Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/309
310,"b'python api, onnxtuntime load model error'",Software,closed,2019-01-10T10:09:02Z,2019-01-11 00:54:18+00:00,2019-01-11T01:26:06Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/310
1118,b'OnnxRuntime library in 3rd-party x64 .NET Framework 4.5 application',Software,closed,2019-05-28T20:02:32Z,2019-05-29 17:58:07+00:00,2019-06-06T23:44:57Z,0,9,https://api.github.com/repos/microsoft/onnxruntime/issues/1118
1122,b'Option/Mode to Build Onnx Runtime with Full Onnx Support',Software,closed,2019-05-28T23:10:14Z,2019-05-29 17:54:23+00:00,2020-03-10T23:19:35Z,0,287,https://api.github.com/repos/microsoft/onnxruntime/issues/1122
1123,b'C++ Library Linking Question',Software,closed,2019-05-29T00:11:10Z,2019-05-29 16:28:26+00:00,2019-05-29T16:28:26Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1123
1126,b'Predict slow',Software,closed,2019-05-29T02:12:05Z,2019-05-29 17:48:57+00:00,2019-05-30T06:50:08Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/1126
1127,b'import onnxruntime error',Software,closed,2019-05-29T10:03:35Z,2019-05-29 17:48:33+00:00,2019-05-30T19:37:50Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/1127
1133,b'[ShapeInferenceError] Attribute dilations has incorrect size',Software,closed,2019-05-30T03:15:11Z,2019-05-30 05:43:58+00:00,2019-05-31T20:46:44Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/1133
1134,b'Use C++ API in shared library',Software,closed,2019-05-30T18:43:59Z,2019-05-30 18:54:24+00:00,2019-05-30T19:15:11Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1134
1135,b'Handle the case where there is only one core in the machine.',Software,closed,2019-05-30T19:31:52Z,2019-05-31 00:23:11+00:00,2019-12-17T18:22:13Z,0,200,https://api.github.com/repos/microsoft/onnxruntime/issues/1135
1138,b'Could not find an implementation for the node Relu(1)',Software,closed,2019-05-31T01:16:55Z,2019-05-31 01:37:02+00:00,2019-05-31T02:15:12Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1138
1142,"b'Load/Inference on GPU (C, C++)'",Software,closed,2019-05-31T09:57:06Z,2019-05-31 16:42:03+00:00,2019-06-03T00:39:23Z,0,2,https://api.github.com/repos/microsoft/onnxruntime/issues/1142
1153,b'Run part of the graph',Software,closed,2019-06-03T22:24:25Z,2019-06-03 22:51:25+00:00,2019-06-03T22:51:25Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1153
1155,b'Enable Debug Prints Though out the Execution',Software,closed,2019-06-03T23:13:14Z,2019-06-03 23:41:30+00:00,2019-07-01T16:02:58Z,0,27,https://api.github.com/repos/microsoft/onnxruntime/issues/1155
1162,b'TSAN report for data races',Software,closed,2019-06-05T02:18:45Z,2019-06-05 20:42:39+00:00,2019-07-04T04:24:01Z,0,29,https://api.github.com/repos/microsoft/onnxruntime/issues/1162
1164,b'[ShapeInferenceError] Mismatch between number of source and target dimensions. Source=1 Target=0',Software,closed,2019-06-05T07:47:46Z,2019-06-05 09:18:08+00:00,2019-06-06T08:51:37Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/1164
1166,"b""RuntimeError: Unable to handle object of type <class 'float'>""",Software,closed,2019-06-05T10:25:39Z,2019-06-05 15:31:22+00:00,2019-06-05T15:31:21Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1166
1170,b'pip install fails on Windows?',Software,closed,2019-06-05T23:11:16Z,2019-06-06 09:22:47+00:00,2019-06-06T09:22:47Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1170
1173,b'float 16 inference support',Software,closed,2019-06-06T03:28:19Z,2019-06-06 18:57:21+00:00,2019-06-12T03:53:31Z,0,6,https://api.github.com/repos/microsoft/onnxruntime/issues/1173
1174,"b""Error when loading with C#: An unhandled exception of type 'System.AccessViolationException' occurred in Microsoft.ML.OnnxRuntime.dll""",Software,closed,2019-06-06T08:47:30Z,2019-06-06 11:34:58+00:00,2019-06-06T11:34:58Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1174
1175,"b""error: unknown type name '_Frees_ptr_opt_'""",Software,closed,2019-06-06T14:10:34Z,2019-06-06 19:00:48+00:00,2019-06-07T18:52:23Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/1175
1176,b'Need to be able to explain predictions from ONNX models (aka need Shapley values from onnxruntime)',Software,closed,2019-06-06T16:03:01Z,2019-06-06 18:49:16+00:00,2020-03-17T18:23:30Z,0,285,https://api.github.com/repos/microsoft/onnxruntime/issues/1176
1177,b'Question about ParallelFor',Software,closed,2019-06-06T16:57:26Z,2019-06-06 18:42:06+00:00,2019-06-06T21:08:01Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1177
1179,b'Upsample not matching numbers in linear mode',Software,closed,2019-06-06T18:31:33Z,2019-06-06 18:48:49+00:00,2019-06-06T20:09:37Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1179
1180,b'android deployment',Software,closed,2019-06-06T18:38:46Z,2019-06-06 19:06:11+00:00,2019-06-12T01:19:58Z,0,5,https://api.github.com/repos/microsoft/onnxruntime/issues/1180
1187,b'onnxruntime with Openvino build error.',Software,closed,2019-06-07T12:00:39Z,2019-06-07 17:29:20+00:00,2019-06-11T17:13:25Z,0,4,https://api.github.com/repos/microsoft/onnxruntime/issues/1187
1203,b'Test failed when building wheel',Software,closed,2019-06-11T07:46:13Z,2019-06-11 16:45:14+00:00,2019-06-20T20:57:06Z,0,9,https://api.github.com/repos/microsoft/onnxruntime/issues/1203
1204,b'Weird results for evaluation of squeezenet in C_Api_Sample.cpp',Software,closed,2019-06-11T14:10:33Z,2019-06-11 16:45:40+00:00,2019-06-11T22:01:38Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/1204
1212,b'[TypeInferenceError] Graph attribute inferencing failed',Software,closed,2019-06-12T12:27:17Z,2019-06-12 16:43:06+00:00,2019-06-25T21:55:35Z,0,13,https://api.github.com/repos/microsoft/onnxruntime/issues/1212
1213,b'perftest: set parallel executor and thread pool size separately',Software,closed,2019-06-12T17:03:55Z,2019-06-12 17:36:25+00:00,2019-06-17T17:41:35Z,0,5,https://api.github.com/repos/microsoft/onnxruntime/issues/1213
10457,b'Build linker error',Software,open,2022-02-03T07:26:59Z,2022-02-03 15:19:58+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10457
10463,"b'""Non-zero status code returned while running Reshape node"" on dynamic batch sized model'",Software,closed,2022-02-03T19:07:07Z,2022-02-03 19:28:03+00:00,2022-02-15T14:12:27Z,0,11,https://api.github.com/repos/microsoft/onnxruntime/issues/10463
10466,b'Issues building with both --use_rocm and --build_shared_lib specified',Software,open,2022-02-03T20:44:59Z,2022-02-03 23:10:55+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10466
10468,b'Creating a separate repo for MLAS library',Software,open,2022-02-03T21:59:28Z,2022-02-03 22:16:35+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10468
10472,b'C++ OnnxRuntime_GPU: Session Run throws an access violation exception',Software,closed,2022-02-04T07:55:29Z,2022-02-04 17:20:46+00:00,2022-02-08T12:23:01Z,0,4,https://api.github.com/repos/microsoft/onnxruntime/issues/10472
10473,b'PropagateCastOps uses and modifies 3 global containers at runtime',Software,closed,2022-02-04T19:57:22Z,2022-02-04 23:10:12+00:00,2022-02-11T16:34:40Z,0,6,https://api.github.com/repos/microsoft/onnxruntime/issues/10473
10477,b'Fusion Reshape bug whith multiple graphs in a model',Software,open,2022-02-07T09:59:04Z,2022-02-07 18:10:45+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10477
10479,b'NuGet package fails ARM64EC build',Software,closed,2022-02-07T18:45:27Z,2022-02-08 07:31:28+00:00,2022-02-08T07:31:28Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10479
10482,b'OverflowException thrown when pinning the Buffer of Tensor from DisposableNamedOnnxValue in C#',Software,closed,2022-02-07T20:08:03Z,2022-02-11 18:45:55+00:00,2022-02-22T23:13:09Z,3,15,https://api.github.com/repos/microsoft/onnxruntime/issues/10482
10484,"b'raise Exception(""Incomplete symbolic shape inference"") when running ""symbolic_shape_infer.py""'",Software,open,2022-02-07T23:09:26Z,2022-02-11 18:47:57+00:00,,3,,https://api.github.com/repos/microsoft/onnxruntime/issues/10484
10486,"b'When using CUDA device, Attempt to use DefaultLogger but none has been registered.'",Software,closed,2022-02-08T02:14:20Z,2022-02-08 12:04:45+00:00,2022-02-09T17:45:47Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/10486
10490,b'Possible memory leak on GetInputName & GetOutputName',Software,closed,2022-02-08T09:58:11Z,2022-02-08 09:58:28+00:00,2022-02-10T07:07:10Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/10490
10491,b'Onnx softplus accuracy problem',Software,closed,2022-02-08T10:03:27Z,2022-02-08 10:07:48+00:00,2022-02-08T10:07:48Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10491
10492,b'C++ OnnxRuntime-GPU Slower than Python OnnxRuntime-GPU/C++ OnnxRuntime-CPU',Software,open,2022-02-08T10:53:50Z,2022-02-11 19:23:53+00:00,,3,,https://api.github.com/repos/microsoft/onnxruntime/issues/10492
10500,b'Onnxruntime infer bn node failed',Software,closed,2022-02-09T08:25:42Z,2022-02-09 17:09:58+00:00,2022-02-11T19:51:45Z,0,2,https://api.github.com/repos/microsoft/onnxruntime/issues/10500
10501,b'Release 1.7.0 build issue',Software,closed,2022-02-09T08:53:24Z,2022-02-09 17:06:20+00:00,2022-02-09T17:06:20Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10501
10502,b'MacOs with M1 chips use CoreML to accelerate inference',Software,closed,2022-02-09T10:03:45Z,2022-02-09 21:37:25+00:00,2022-02-27T23:13:30Z,0,18,https://api.github.com/repos/microsoft/onnxruntime/issues/10502
10503,b'Attempt to statically quantize BERT with `percentile` schema results in out of memory',Software,closed,2022-02-09T10:46:49Z,2022-02-09 10:46:50+00:00,2022-02-11T19:11:44Z,0,2,https://api.github.com/repos/microsoft/onnxruntime/issues/10503
10504,b'Possible issue with shape inference while statically quantizing BERT',Software,open,2022-02-09T10:54:02Z,2022-02-11 19:05:21+00:00,,2,,https://api.github.com/repos/microsoft/onnxruntime/issues/10504
10509,b'Make ONNX graphs with fused ONNXRuntime plugins runnable by TensorRT execution provider ?',Software,open,2022-02-09T22:51:53Z,2022-02-11 19:07:25+00:00,,1,,https://api.github.com/repos/microsoft/onnxruntime/issues/10509
10513,b'Resize error: Scale value should be greater than 0.',Software,closed,2022-02-10T05:06:39Z,2022-02-10 08:19:52+00:00,2022-02-10T14:00:32Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10513
10514,b'Strange behavior of ReduceMax with NaN Values',Software,open,2022-02-10T08:34:17Z,2022-02-11 18:59:34+00:00,,1,,https://api.github.com/repos/microsoft/onnxruntime/issues/10514
10516,"b""failed to inference ONNX model: TypeError: Cannot read properties of undefined (reading 'InferenceSession')""",Software,closed,2022-02-10T15:26:11Z,2022-02-11 19:00:26+00:00,2022-03-16T17:04:33Z,1,34,https://api.github.com/repos/microsoft/onnxruntime/issues/10516
10517,b'Model errors our on unsupported If operator in gradient builder',Software,open,2022-02-10T16:07:25Z,2022-02-11 18:50:15+00:00,,1,,https://api.github.com/repos/microsoft/onnxruntime/issues/10517
10525,b'.NET onnxruntime Protobuf parsing failed',Software,closed,2022-02-11T05:56:37Z,2022-02-11 09:20:31+00:00,2022-02-11T09:20:31Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10525
10529,b'Memory protection error when running on linux',Software,closed,2022-02-11T20:48:24Z,2022-02-11 23:05:46+00:00,2022-02-11T23:05:46Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10529
10537,b'NCHWc Data format Query',Software,open,2022-02-12T22:09:37Z,2022-02-14 19:17:16+00:00,,1,,https://api.github.com/repos/microsoft/onnxruntime/issues/10537
10538,b'slower after graph optimization!',Software,open,2022-02-13T20:05:25Z,2022-02-14 19:14:48+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10538
10540,b'Onnx runtime accuracy result',Software,closed,2022-02-14T03:46:19Z,2022-02-15 02:50:23+00:00,2022-02-16T06:08:45Z,0,2,https://api.github.com/repos/microsoft/onnxruntime/issues/10540
10542,b'onnxruntime and onnxruntime-gpu produce different output for ReduceL1 operator',Software,open,2022-02-14T04:45:06Z,2022-02-14 19:10:51+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10542
10543,b'Run maskrcnn onnx from pytorch and inference on c++ with gpu sometimes will error',Software,open,2022-02-14T06:22:49Z,2022-02-14 19:07:48+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10543
10546,b'Exception in DirectML on second inference run',Software,open,2022-02-14T17:45:58Z,2022-02-14 19:04:19+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10546
10555,b'Error compiling time in ubuntu Jetson Nano',Software,open,2022-02-14T23:12:14Z,2022-02-15 03:16:00+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10555
10559,b'onnxruntime quantization model slower than onnxruntime model.',Software,closed,2022-02-15T09:25:25Z,2022-02-15 19:07:07+00:00,2022-02-15T22:51:21Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10559
10561,b'Unit Tests failure while building on Windows with CUDA EP',Software,open,2022-02-15T13:41:44Z,2022-02-15 19:06:45+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10561
10563,b'LoadLibrary error 126 when creating CUDA session',Software,closed,2022-02-15T15:41:54Z,2022-02-15 19:21:50+00:00,2022-02-28T09:41:55Z,0,12,https://api.github.com/repos/microsoft/onnxruntime/issues/10563
10564,b'Provide a way to handle errors in the C++ API when exceptions are disabled',Software,closed,2022-02-15T16:01:15Z,2022-02-15 19:09:22+00:00,2022-02-28T21:34:42Z,0,13,https://api.github.com/repos/microsoft/onnxruntime/issues/10564
10571,b'Calibration ranges for Histogram-based approaches gives very bad performances on the task (BERT / SQuAD).',Software,open,2022-02-16T17:33:57Z,2022-02-16 21:08:00+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10571
10580,b'commit 7e092a7e3f8f9f590de0ac5548035e8fa4d512f8 caused build error',Software,closed,2022-02-17T05:12:12Z,2022-02-17 06:48:54+00:00,2022-02-19T07:30:50Z,0,2,https://api.github.com/repos/microsoft/onnxruntime/issues/10580
10584,"b""error: parameter 'b' set but not used [-Werror,-Wunused-but-set-parameter]""",Software,closed,2022-02-17T08:30:15Z,2022-02-17 19:43:38+00:00,2022-02-19T06:47:14Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/10584
10585,"b""error: definition of implicit copy constructor for 'SafeInt<unsigned long>' is deprecated because it hasprovided copy assignment operator [-Werror,-Wdeprecated-copy-with-user-provided-copy]""",Software,closed,2022-02-17T08:42:57Z,2022-02-17 19:43:08+00:00,2022-02-19T06:49:36Z,0,1,https://api.github.com/repos/microsoft/onnxruntime/issues/10585
10586,b'Add logging to file option',Software,open,2022-02-17T13:17:55Z,2022-02-17 19:42:18+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10586
10589,b'ORT library files are missing versions.',Software,open,2022-02-17T18:49:19Z,2022-02-17 19:36:06+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10589
10593,"b""error:TypeError: unsupported operand type(s) for ^: 'NoneType' and 'int'""",Software,closed,2022-02-18T03:42:33Z,2022-02-18 07:02:18+00:00,2022-03-10T01:00:16Z,0,19,https://api.github.com/repos/microsoft/onnxruntime/issues/10593
10596,"b""Issue using OnnxRuntime on Android with NDK project: error: redefinition of 'ONNXTensorElementDataType','ONNXType', 'OrtSparseFormat', etc.""",Software,closed,2022-02-18T06:23:26Z,2022-02-18 06:57:26+00:00,2022-02-18T17:47:44Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10596
10600,b'Building Error',Software,open,2022-02-19T02:56:53Z,2022-02-19 06:24:32+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10600
10601,"b""OpenVINO Execution provider's CPU Utility is low""",Software,open,2022-02-19T04:25:55Z,2022-02-19 06:19:54+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10601
10602,b'How to use OpenVINO GetAvailableDevices?',Software,open,2022-02-19T14:17:28Z,2022-02-19 18:52:43+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10602
10603,b'call for Vulkan support',Software,open,2022-02-20T00:52:45Z,2022-02-21 02:59:58+00:00,,1,,https://api.github.com/repos/microsoft/onnxruntime/issues/10603
10604,b'performance limited with fp16 on directml',Software,open,2022-02-20T07:21:15Z,2022-02-21 01:49:32+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10604
10605,b'runtime/core/mlas/lib/pooling.cpp:1345:23: error: unused variable \xe2\x80\x98BitFlipVector\xe2\x80\x99 [-Werror=unused-variable]',Software,open,2022-02-20T13:50:19Z,2022-02-21 04:56:19+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10605
10606,b'how to get DML device index of specified card',Software,open,2022-02-21T03:22:48Z,2022-02-21 03:23:09+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10606
10607,b'GridSample with bicubic interpolation and border padding',Software,open,2022-02-21T05:17:24Z,2022-02-21 23:18:14+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10607
10608,b'why it take 200 seconds to run onnxruntime.InferenceSession',Software,open,2022-02-21T07:33:58Z,2022-02-24 10:02:22+00:00,,3,,https://api.github.com/repos/microsoft/onnxruntime/issues/10608
10610,b'Building OnnxRuntime v1.10.0 with CUDAExecutionProvider for sm_75 GPU fails in CUDA10.2 environment',Software,open,2022-02-21T08:01:37Z,2022-02-21 22:48:49+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10610
10611,b'C + + onnxruntime GPU is ten times slower than CPU',Software,open,2022-02-21T10:03:44Z,2022-03-02 10:02:22+00:00,,8,,https://api.github.com/repos/microsoft/onnxruntime/issues/10611
10612,b'Need help building for AWS EC2 instances with ARM CPU and T4G GPU',Software,closed,2022-02-21T10:42:17Z,2022-02-22 01:58:12+00:00,2022-02-22T01:58:12Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10612
10613,b'Optimization for T5 transformer models.',Software,open,2022-02-21T11:07:28Z,2022-02-23 19:59:22+00:00,,2,,https://api.github.com/repos/microsoft/onnxruntime/issues/10613
10617,"b'QLinearGlobalAveragePool error occurred while inference quantized model with ""INT8""'",Software,closed,2022-02-22T01:13:21Z,2022-02-24 20:54:03+00:00,2022-03-07T01:49:09Z,2,13,https://api.github.com/repos/microsoft/onnxruntime/issues/10617
10618,"b""[E:onnxruntime:, sequential_executor.cc:346 Execute] Non-zero status code returned while running Add node. Name:'Add_1363' Status Message: /onnxruntime_src/onnxruntime/core/providers/cpu/math/element_wise_ops.h:505 void onnxruntime::BroadcastIterator::Append(ptrdiff_t, ptrdiff_t) axis == 1 || axis == largest was false. Attempting to broadcast an axis by a dimension other than 1. 9 by 505""",Software,open,2022-02-22T02:46:46Z,NA,,-100,,https://api.github.com/repos/microsoft/onnxruntime/issues/10618
10620,b'about providers and providers_options in InferenceSession',Software,open,2022-02-22T06:57:26Z,NA,,-100,,https://api.github.com/repos/microsoft/onnxruntime/issues/10620
10629,b'How to use mimalloc in Linux?',Software,open,2022-02-23T01:32:13Z,NA,,-100,,https://api.github.com/repos/microsoft/onnxruntime/issues/10629
10635,b' 5 - onnxruntime_global_thread_pools_test (Failed)',Software,open,2022-02-23T08:24:47Z,2022-02-23 08:30:23+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10635
10636,b'CPU & CUDA execution provider produce different value',Software,open,2022-02-23T09:32:48Z,2022-02-24 20:52:12+00:00,,1,,https://api.github.com/repos/microsoft/onnxruntime/issues/10636
10639,b'No libonnxruntime_providers_cuda.so generated?',Software,open,2022-02-23T10:56:17Z,NA,,-100,,https://api.github.com/repos/microsoft/onnxruntime/issues/10639
10648,b'ORT is not correctly exporting Nvidia Apex FusedLayerNorm correctly',Software,closed,2022-02-23T21:40:24Z,2022-02-25 19:03:44+00:00,2022-04-14T00:44:43Z,1,49,https://api.github.com/repos/microsoft/onnxruntime/issues/10648
10657,b'onnxruntime.capi.onnxruntime_pybind11_state.RuntimeException: [ONNXRuntimeError] : 6 : RUNTIME_EXCEPTION ',Software,open,2022-02-24T08:37:33Z,2022-02-24 10:07:26+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10657
10660,b'Issue using NNAPI on Android device',Software,open,2022-02-24T09:22:09Z,2022-02-24 09:31:14+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10660
10664,"b'Bug with Reshape when allowzero=1, and shape has unknown dimension'",Software,closed,2022-02-24T20:15:05Z,2022-02-24 20:15:06+00:00,2022-03-01T18:47:49Z,0,4,https://api.github.com/repos/microsoft/onnxruntime/issues/10664
10669,b'Include ONNX Runtime in Unreal Engine 4',Software,closed,2022-02-24T21:55:34Z,2022-02-28 20:24:35+00:00,2022-03-08T05:04:49Z,3,11,https://api.github.com/repos/microsoft/onnxruntime/issues/10669
10673,b'Get wrong result when use webgl backend ',Software,open,2022-02-25T08:10:01Z,2022-02-25 18:59:39+00:00,,0,,https://api.github.com/repos/microsoft/onnxruntime/issues/10673
10676,b'run time',Software,closed,2022-02-25T15:22:27Z,2022-02-25 17:51:22+00:00,2022-02-25T17:53:21Z,0,0,https://api.github.com/repos/microsoft/onnxruntime/issues/10676
10677,b'onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs initializer_node_arg != nullptr was false.',Software,open,2022-02-25T15:36:57Z,NA,,-100,,https://api.github.com/repos/microsoft/onnxruntime/issues/10677
