id,title,state,created,closed,time_to_close,url
419046556,b'Add java and remove forward compat text',closed,2020-05-17T01:30:34Z,2020-05-18T00:34:27Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/3968
419868297,b'website update for ort 1.3',closed,2020-05-19T04:24:09Z,2020-05-19T14:56:28Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/3982
420193643,b'update website layout',closed,2020-05-19T15:26:12Z,2020-05-19T15:26:22Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/3988
420196729,b'update website layout',closed,2020-05-19T15:31:01Z,2020-05-19T15:32:33Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/3989
420232927,b'update index.html',closed,2020-05-19T16:32:05Z,2020-05-19T16:40:59Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/3990
420283705,b'Update index.html',closed,2020-05-19T18:14:48Z,2020-05-19T18:15:12Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/3992
436251524,b'add java and nodejs pkg links',closed,2020-06-18T06:10:49Z,2020-06-22T18:34:20Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/4270
455376773,b'Update docs from rel-1.4.0',closed,2020-07-22T22:00:11Z,2020-08-13T02:12:51Z,21,https://api.github.com/repos/microsoft/onnxruntime/pulls/4590
467585114,b'Website: Update to link to Jetpack installation',closed,2020-08-13T19:16:48Z,2020-08-14T05:36:58Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/4789
475021159,b'Update logo for dark backgrounds',closed,2020-08-28T00:38:24Z,2020-08-28T17:56:51Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/4949
475599244,b'Add jetson article to website',closed,2020-08-28T19:19:28Z,2020-08-31T17:00:29Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/4961
477519106,b'Add new articles',closed,2020-09-02T01:52:51Z,2020-09-02T18:31:38Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/5018
478995918,b'Migrate content from GitHub source to GitHub pages',closed,2020-09-03T21:37:50Z,2020-10-12T17:28:20Z,38,https://api.github.com/repos/microsoft/onnxruntime/pulls/5053
488350356,b'Website updates for new EPs/OS',closed,2020-09-17T01:44:28Z,2020-09-17T22:05:59Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/5202
501900179,b'FIx links to images in CSS',closed,2020-10-13T00:39:39Z,2020-10-14T20:05:47Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/5464
515031964,b'Add survey to website',closed,2020-11-03T22:46:01Z,2020-11-04T21:43:06Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/5688
519522300,b'Docs sweep into gh-pages from master',closed,2020-11-11T23:44:29Z,2020-12-02T00:10:59Z,20,https://api.github.com/repos/microsoft/onnxruntime/pulls/5773
520879840,b'Update articles on website',closed,2020-11-13T22:20:13Z,2020-11-17T17:39:20Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/5807
520882297,b'Add CNAME file',closed,2020-11-13T22:27:44Z,2020-11-13T22:47:01Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/5808
529948932,b'Remove survey link',closed,2020-12-01T03:31:24Z,2020-12-01T19:38:18Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/5978
530658097,b'Verify site ownership for google analytics',closed,2020-12-02T00:27:25Z,2020-12-02T00:36:54Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/5995
531370206,b'Fix the broken link to css files in the documentation.',closed,2020-12-03T00:17:43Z,2020-12-04T02:38:23Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/6010
539915282,b'website updates',closed,2020-12-15T01:41:17Z,2020-12-19T00:16:12Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/6135
544410119,b'Docs changes since 11/30/2020',closed,2020-12-22T22:48:44Z,2020-12-23T20:30:17Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6199
548567565,b'EP documentation updates',closed,2021-01-05T01:09:12Z,2021-01-13T21:11:54Z,8,https://api.github.com/repos/microsoft/onnxruntime/pulls/6253
550794387,b'Website: Add Vespa quote and SKL blog post',closed,2021-01-07T03:18:53Z,2021-01-08T20:41:15Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/6273
559665358,b'Website: add additional video resource',closed,2021-01-22T02:12:30Z,2021-02-16T23:57:19Z,25,https://api.github.com/repos/microsoft/onnxruntime/pulls/6405
567851385,b'Update python documentation (rename folders prefixed by _)',closed,2021-02-04T19:06:14Z,2021-02-11T00:34:32Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/6575
570659462,b'Update DirectML-ExecutionProvider.md',closed,2021-02-09T22:25:28Z,2021-02-09T23:45:57Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6627
571492433,b'Add link to Python API',closed,2021-02-11T00:23:03Z,2021-02-11T21:46:50Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6647
572763245,b'Fix Java doc markdown formatting',closed,2021-02-12T20:32:00Z,2021-02-19T18:55:27Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/6669
574488644,b'Update build.md with recent changes',closed,2021-02-16T21:35:15Z,2021-02-17T21:34:10Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6708
574530832,b'Update NNAPI EP document',closed,2021-02-16T23:09:43Z,2021-02-16T23:31:25Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6711
574596731,b'Website and docs updates for 1.7',closed,2021-02-17T02:21:25Z,2021-03-01T18:53:13Z,12,https://api.github.com/repos/microsoft/onnxruntime/pulls/6718
580571550,b'Update DirectML-ExecutionProvider.md',closed,2021-02-26T03:24:29Z,2021-03-24T01:04:48Z,25,https://api.github.com/repos/microsoft/onnxruntime/pulls/6817
584273048,b'updating python documentation for release 1.7',closed,2021-03-03T21:14:58Z,2021-03-09T22:25:27Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/6881
584464069,b'[Docs page] Add footer links ',closed,2021-03-04T03:50:10Z,2021-03-12T03:42:57Z,7,https://api.github.com/repos/microsoft/onnxruntime/pulls/6889
585039115,b'updating python docs to 1.7',closed,2021-03-04T18:56:37Z,2021-03-09T18:21:38Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/6897
590104830,b'Remove google links from the pages ',closed,2021-03-10T20:14:00Z,2021-03-12T19:33:50Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/6974
590992863,"b""Update doc to indicate how a CUDA custom op is synchronized with respect to ORT's CUDA kernels""",closed,2021-03-11T16:21:42Z,2021-03-12T02:43:44Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6981
591343244,b'Left aligned nav bar pages layout',closed,2021-03-12T03:29:20Z,2021-03-12T23:15:12Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6992
591351295,b'Website: add new article',closed,2021-03-12T03:54:46Z,2021-03-12T19:21:12Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/6993
599289829,b'Fix broken link',closed,2021-03-24T00:54:48Z,2021-03-24T01:13:52Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7117
599293663,b'Fix doc listed opset for DirectML EP',closed,2021-03-24T01:06:04Z,2021-11-04T15:20:14Z,225,https://api.github.com/repos/microsoft/onnxruntime/pulls/7118
603983803,b'Open vino ep/gh pages',closed,2021-03-30T15:49:19Z,2021-04-01T20:51:25Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/7181
607571782,b'fix broken link in TensorRT-ExecutionProvider doc',closed,2021-04-01T17:55:10Z,2021-04-02T15:44:35Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7209
610185243,b'Update to website installation picker',closed,2021-04-06T21:38:01Z,2021-04-07T00:15:18Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7263
611969541,b'Add CoreML EP document',closed,2021-04-08T21:37:22Z,2021-05-28T21:16:04Z,49,https://api.github.com/repos/microsoft/onnxruntime/pulls/7291
612034629,b'Website: customer quotes and format updates',closed,2021-04-08T23:45:46Z,2021-04-09T17:35:28Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7292
612545331,b'Add ARM64EC onnxruntime.dll build instructions',closed,2021-04-09T15:31:31Z,2021-04-09T22:46:48Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7304
614101670,b'fix dnnl build instruction typo',closed,2021-04-13T03:54:30Z,2021-04-13T18:40:27Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7325
624641711,b'add survey link to website',closed,2021-04-27T20:38:45Z,2021-04-28T16:39:29Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7472
632312418,b'Major updates/restructure for documentation',closed,2021-05-07T05:47:15Z,2021-05-10T22:19:37Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/7609
638510688,b'update the pytorch custom op page.',open,2021-05-10T21:43:50Z,,,https://api.github.com/repos/microsoft/onnxruntime/pulls/7636
645042119,b'Add Samtec quote and logo',closed,2021-05-14T23:49:34Z,2021-05-17T18:53:50Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/7710
646266232,b'[WIP] Optimize images for faster/smaller downloads',closed,2021-05-18T00:06:08Z,2021-06-07T23:47:38Z,20,https://api.github.com/repos/microsoft/onnxruntime/pulls/7737
646267057,b'[website] Add Navitaire quote ',closed,2021-05-18T00:08:30Z,2021-05-19T18:45:41Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/7739
647107276,b'Some consolidated doc updates for ORT 1.8',closed,2021-05-18T21:23:23Z,2021-06-07T19:04:11Z,19,https://api.github.com/repos/microsoft/onnxruntime/pulls/7750
648356680,b'Update TensorRT documentation',closed,2021-05-20T03:24:50Z,2021-05-20T22:27:14Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7766
649862652,"b'Fix setup for operator documentation, make it navigable, update content using latest operator info.'",closed,2021-05-21T10:45:38Z,2021-05-28T07:27:57Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/7791
650639309,b'[website] Update index.html',closed,2021-05-22T14:51:27Z,2021-06-03T21:02:38Z,12,https://api.github.com/repos/microsoft/onnxruntime/pulls/7804
652152154,b'[OpenVINO-EP] Added Documentation for OpenVINO-EP samples',closed,2021-05-25T10:26:18Z,2021-05-27T02:15:45Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/7827
654827316,b'[OpenVINO-EP] Update OpenVINO-EP documentation',closed,2021-05-27T11:30:19Z,2021-05-27T21:13:15Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7860
655998740,b'Update ORT Mobile documentation',closed,2021-05-28T07:49:10Z,2021-06-02T04:21:42Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/7874
657175082,b'Update Doc with Relative Links',closed,2021-05-28T22:18:56Z,2021-05-28T22:22:47Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7884
659279571,b'Installation matrix updates for ORT 1.8',closed,2021-06-01T19:18:59Z,2021-06-03T17:12:02Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/7904
660653415,b'Some ort mobile doc update',closed,2021-06-03T07:24:47Z,2021-06-03T19:55:48Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7927
660665437,b'Update inferencing.md',closed,2021-06-03T07:38:33Z,2021-06-03T20:00:43Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7928
661127172,b'[doc] update a part of the documents for ORT JavaScript',closed,2021-06-03T18:26:41Z,2021-06-08T17:47:27Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/7935
661295023,b'Docs: Add new package links',closed,2021-06-04T00:02:27Z,2021-06-07T15:35:28Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/7938
661334544,b'Update Objective-C pod installation instructions to point to pre-release version.',closed,2021-06-04T01:47:04Z,2021-06-04T03:39:15Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/7940
664129022,b'[website] Add Adobe quote to website',closed,2021-06-08T02:38:41Z,2021-06-09T16:56:45Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/7988
665223173,b'[Objective-C API] Add API reference documentation',closed,2021-06-08T19:40:53Z,2021-07-21T21:25:04Z,43,https://api.github.com/repos/microsoft/onnxruntime/pulls/8000
667412971,b'Tutorial for PyTorch models that use custom operators',open,2021-06-10T21:09:46Z,,,https://api.github.com/repos/microsoft/onnxruntime/pulls/8025
669985393,b'Update python documentation',closed,2021-06-15T01:38:25Z,2022-01-10T19:01:14Z,209,https://api.github.com/repos/microsoft/onnxruntime/pulls/8051
670667713,b'refine the quantization doc',closed,2021-06-15T18:58:59Z,2021-06-18T01:09:36Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/8057
673083758,b'Manashgoswami gh pages',closed,2021-06-18T00:42:49Z,2021-08-04T23:51:15Z,47,https://api.github.com/repos/microsoft/onnxruntime/pulls/8091
673778497,b'update install instruction and update 404 links',closed,2021-06-18T23:21:32Z,2021-06-28T21:44:33Z,9,https://api.github.com/repos/microsoft/onnxruntime/pulls/8101
679450701,b'Update code block text color in documentation',closed,2021-06-28T22:34:58Z,2021-06-29T01:13:45Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8180
682569152,b'cuda_mem_limit has been renamed to gpu_mem_limit',closed,2021-07-02T11:55:20Z,2021-08-05T21:15:04Z,34,https://api.github.com/repos/microsoft/onnxruntime/pulls/8284
685610678,b'[Website] updated pkg links for 1.8.1',closed,2021-07-08T01:13:56Z,2021-07-08T01:39:12Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8326
686302254,b'Website: change default to pytorch 1.9 for training',closed,2021-07-08T20:23:30Z,2021-07-09T20:36:50Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/8337
687072094,b'Add training installation instructions for AMD/ROCm',closed,2021-07-09T22:41:10Z,2021-07-10T00:50:30Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8347
687084561,"b'Website: update openvino, cuda, and mobile install instructions'",closed,2021-07-09T23:25:47Z,2021-07-12T23:06:26Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/8348
687216129,b'Update quantization.md',closed,2021-07-10T17:46:21Z,2021-07-14T22:41:09Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/8351
688305102,b'Website: remove windows+migraphx combos',closed,2021-07-13T01:34:05Z,2021-07-13T01:46:49Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8363
689605981,b'[OpenVINO-EP] Update Documentation w.r.t latest 2021.4 Release',closed,2021-07-14T05:52:10Z,2021-07-20T20:16:22Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/8380
690319810,b'fix nightly build pkg link',closed,2021-07-15T01:13:25Z,2021-07-15T19:30:20Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8400
691174906,b'Docs: Add ppc64le support',closed,2021-07-16T03:53:12Z,2021-08-11T16:48:33Z,26,https://api.github.com/repos/microsoft/onnxruntime/pulls/8409
691684387,b'Documentation: Update EP table',closed,2021-07-16T18:56:25Z,2021-07-20T21:03:35Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/8416
698326048,b'Documentation updates for installation instructions',closed,2021-07-28T03:09:37Z,2021-07-29T01:27:13Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8520
699124344,b'Documentation: fix link',closed,2021-07-29T01:51:32Z,2021-07-30T00:03:16Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8539
699741047,b'Update OpenVINO Sample Code Links',closed,2021-07-29T18:11:35Z,2021-07-30T03:35:19Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8550
700616910,b'Website updates',closed,2021-07-30T23:47:41Z,2021-08-03T00:20:42Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/8567
702967581,"b'Documentation: fix link, nav, minor update'",closed,2021-08-04T04:54:01Z,2021-08-10T03:31:52Z,5,https://api.github.com/repos/microsoft/onnxruntime/pulls/8612
704938606,b'[ArmNN][Doc]Use meaningful variable name',closed,2021-08-05T18:42:28Z,2021-08-12T16:59:32Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/8629
706468069,b'Fixed markdown syntax error and modify field name to keep the style consistent',open,2021-08-09T12:14:18Z,,,https://api.github.com/repos/microsoft/onnxruntime/pulls/8659
711288500,b'Update ARM cross-build instructions',closed,2021-08-12T17:19:51Z,2022-04-20T01:29:39Z,250,https://api.github.com/repos/microsoft/onnxruntime/pulls/8710
712564864,b'Fix 2 install commands rendering as 1 line',closed,2021-08-13T18:55:41Z,2021-08-17T19:43:55Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/8733
713720502,b'Update eps.md',closed,2021-08-16T20:20:06Z,2021-08-16T21:50:39Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8751
713772132,b'[website] add ghostwriter.ai quote',closed,2021-08-16T22:00:10Z,2021-08-18T16:35:09Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/8752
714476471,b'Update TensorRT build instructions',closed,2021-08-17T18:32:07Z,2021-08-18T03:37:18Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8758
715485861,b'[Docs] Clarify CUDA version',closed,2021-08-18T23:43:03Z,2021-08-18T23:54:08Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/8778
716265008,b'Add IOBinding docs to the perf tuning page.',closed,2021-08-19T21:11:37Z,2021-08-23T22:36:15Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/8786
718323819,b'[Documentation] remove Keras-ONNX references',closed,2021-08-24T00:59:37Z,2021-08-27T00:05:33Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/8820
718354455,b'Add float16 docs',closed,2021-08-24T02:21:20Z,2022-01-14T01:35:27Z,142,https://api.github.com/repos/microsoft/onnxruntime/pulls/8822
726338411,b'doc improvements',closed,2021-09-02T22:31:18Z,2021-09-08T00:57:14Z,5,https://api.github.com/repos/microsoft/onnxruntime/pulls/8950
729107076,b'Update operator documentation ',closed,2021-09-08T01:17:26Z,2022-01-04T17:05:40Z,118,https://api.github.com/repos/microsoft/onnxruntime/pulls/8992
732989231,b'[doc] update document for how-to-build onnxruntime web',closed,2021-09-13T18:17:54Z,2021-09-20T16:42:53Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/9043
733387312,b'Add documentation for python InferenceSession api default providers behavior change',closed,2021-09-14T07:14:50Z,2021-09-17T19:58:55Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/9051
733846849,"b'Docs updates, phase 1, updated nav, get started sections, home page, apis.'",closed,2021-09-14T16:35:58Z,2021-09-14T19:34:33Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9055
733972095,"b'Docs update: updated nav, get started sections, home page, apis'",closed,2021-09-14T19:37:15Z,2021-09-15T21:23:42Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/9060
733975814,"b'Docs update: updated nav, get started sections, home page, apis'",closed,2021-09-14T19:43:31Z,2021-09-14T19:44:05Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9061
735320836,b'[doc] update document for JavaScript API reference',closed,2021-09-16T09:59:43Z,2021-09-21T01:57:54Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/9080
735556005,b'[OpenVINO-EP] Documentation update UEP v3.1 Release',closed,2021-09-16T14:54:15Z,2021-09-20T14:56:09Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/9084
735650531,b'Added some js redirects in the 404 page to account for some missing links in the site reorg',closed,2021-09-16T16:54:55Z,2021-09-17T17:11:46Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/9085
735879803,b'Initial C API Doxygen Generated Pages',closed,2021-09-16T22:21:36Z,2021-09-17T00:09:26Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9089
736665508,b'Add documentation for python InferenceSession api default providers behavior change (New)',closed,2021-09-17T20:46:28Z,2021-09-17T21:01:16Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9104
736717623,b'Update links of quantization examples',closed,2021-09-17T22:58:43Z,2021-09-20T21:47:21Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/9109
736733748,b'Update TensorRT doc',closed,2021-09-17T23:58:39Z,2021-09-20T14:56:41Z,2,https://api.github.com/repos/microsoft/onnxruntime/pulls/9112
739373156,b'fix link due to typo',closed,2021-09-21T18:31:25Z,2021-11-09T22:08:20Z,49,https://api.github.com/repos/microsoft/onnxruntime/pulls/9140
739758006,b'[website] install matrix updates for 1.9',closed,2021-09-21T23:21:16Z,2021-09-23T01:02:33Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/9145
741913118,b'[doc] update documents for JavaScript API',closed,2021-09-24T05:01:42Z,2021-10-11T20:59:05Z,17,https://api.github.com/repos/microsoft/onnxruntime/pulls/9173
741932797,b'update OperatorKernels.md/ContribOperators.md',closed,2021-09-24T05:55:55Z,2022-01-04T02:15:33Z,101,https://api.github.com/repos/microsoft/onnxruntime/pulls/9176
742577161,b'[Docs] Update Objective-C API reference',closed,2021-09-25T01:04:18Z,2021-09-30T19:02:01Z,5,https://api.github.com/repos/microsoft/onnxruntime/pulls/9183
743725485,b'Fix issues in execution provider docs',closed,2021-09-27T18:39:17Z,2021-09-27T20:42:20Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9201
747024165,b'[OpenVINO-EP] V3.2 Release Documentation update',closed,2021-09-30T20:26:46Z,2021-10-13T01:03:16Z,12,https://api.github.com/repos/microsoft/onnxruntime/pulls/9233
747063985,b'[Docs] Update mobile docs for 1.9',closed,2021-09-30T21:27:21Z,2021-10-04T22:48:53Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/9237
748020207,b'[Docs] Fix links and formatting',closed,2021-10-02T00:55:03Z,2021-10-05T18:50:39Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/9253
753654812,b'Update mobile EP (NNAPI/CoreML) op coverage',closed,2021-10-08T02:18:33Z,2021-10-11T18:31:25Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/9308
754572921,b'[Docs] Update CUDA/TRT versions and menu format fixes',closed,2021-10-09T19:54:19Z,2021-10-14T18:28:17Z,4,https://api.github.com/repos/microsoft/onnxruntime/pulls/9317
759306446,b'Fix link to enum GraphOptimizationLevel',closed,2021-10-15T15:38:21Z,2021-10-29T21:30:35Z,14,https://api.github.com/repos/microsoft/onnxruntime/pulls/9390
759415134,"b'Update documents in ""tutorials"" for ORT format models, mobile and web'",closed,2021-10-15T18:35:13Z,2021-12-11T00:23:47Z,56,https://api.github.com/repos/microsoft/onnxruntime/pulls/9398
764382865,b'[docs] Update compat table for latest ORT versions',closed,2021-10-22T17:18:08Z,2021-11-10T23:40:49Z,19,https://api.github.com/repos/microsoft/onnxruntime/pulls/9499
765673564,b'Fix broken link to python API tutorial',closed,2021-10-25T17:08:42Z,2021-10-25T17:13:42Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9531
767057955,b'Add automatic link checking to docs website (and fix broken links) ',closed,2021-10-27T05:33:26Z,2021-10-27T17:43:11Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9566
767962858,b'[OpenVINO EP] v3.3 Release Documentation update',closed,2021-10-28T04:19:45Z,2021-11-17T20:39:06Z,20,https://api.github.com/repos/microsoft/onnxruntime/pulls/9589
777888194,b'[Docs] Fix tutorial links',closed,2021-11-10T18:34:27Z,2021-11-10T23:41:11Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9721
778894232,"b'Add the ORT-Web Tutorial, Add link to GitHub ORT Web template on docs home page'",closed,2021-11-11T20:51:21Z,2021-11-19T22:34:43Z,8,https://api.github.com/repos/microsoft/onnxruntime/pulls/9738
779788453,b'Add redirect',closed,2021-11-12T23:55:18Z,2021-11-16T21:33:42Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/9750
782180386,b'Add links to community maintained Julia bindings',closed,2021-11-16T22:41:18Z,2021-11-18T00:35:50Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/9773
782288759,b'SEO audit',closed,2021-11-17T02:04:37Z,2021-11-18T19:00:48Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/9780
786151110,b'fix ort github link',closed,2021-11-22T15:13:58Z,2021-11-22T15:23:21Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9832
786473971,b'Document a few features for rel 1.10',closed,2021-11-22T22:32:08Z,2021-11-24T21:10:21Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/9836
787588848,b'Refactor web and mobile docs',closed,2021-11-24T04:53:32Z,2021-12-11T00:22:11Z,16,https://api.github.com/repos/microsoft/onnxruntime/pulls/9854
788118002,b'[OpenVINO-EP] Documentation update for v3.4 Release',closed,2021-11-24T16:19:22Z,2021-11-24T17:51:21Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/9858
